title,id,genre,release_date,budget,revenue,vote_average
Hudson Hawk,9292,Action,1991.0,65000000,17218080,5.4
Freddy's Dead: The Final Nightmare,11284,Horror,1991.0,11000000,34872033,5.1
Beastmaster 2: Through the Portal of Time,27549,Action,1991.0,6000000,869325,4.6
Boyz n the Hood,650,Crime,1991.0,6500000,57504069,7.4
Showdown in Little Tokyo,13154,Action,1991.0,8000000,2275557,5.7
The Prince of Tides,10333,Drama,1991.0,30000000,74787599,5.9
Robin Hood: Prince of Thieves,8367,Adventure,1991.0,48000000,390493908,6.6
Return to the Blue Lagoon,13888,Drama,1991.0,11000000,2807854,5.1
The Fisher King,177,Comedy,1991.0,24000000,41895491,7.2
Star Trek VI: The Undiscovered Country,174,Science Fiction,1991.0,27000000,96900000,6.7
Terminator 2: Judgment Day,280,Action,1991.0,100000000,520000000,7.7
White Fang,12227,Action,1991.0,14000000,34793160,6.5
Hook,879,Adventure,1991.0,70000000,300854823,6.6
Harley Davidson and the Marlboro Man,2453,Action,1991.0,23000000,7434726,6.1
The Silence of the Lambs,274,Crime,1991.0,19000000,272742922,8.1
Double Impact,9594,Thriller,1991.0,15000000,30102717,5.3
The Naked Gun 2½: The Smell of Fear,37137,Comedy,1991.0,23000000,86930411,6.6
The Doors,10537,Drama,1991.0,38000000,34416893,6.7
JFK,820,Drama,1991.0,40000000,205405498,7.5
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,Science Fiction,1991.0,25000000,78000000,5.8
Alien³,8077,Science Fiction,1992.0,50000000,159773545,6.2
Death Becomes Her,9374,Fantasy,1992.0,55000000,149022650,6.3
Home Alone 2: Lost in New York,772,Comedy,1992.0,18000000,358991681,6.3
The Bodyguard,619,Thriller,1992.0,25000000,411006740,6.1
Memoirs of an Invisible Man,2687,Comedy,1992.0,40000000,14358033,5.7
The Crying Game,11386,Romance,1992.0,3705538,62548947,6.9
Lethal Weapon 3,943,Adventure,1992.0,35000000,321731527,6.4
Reservoir Dogs,500,Crime,1992.0,1200000,14661007,8.0
Malcolm X,1883,Drama,1992.0,34000000,48169908,7.2
A Few Good Men,881,Drama,1992.0,40000000,243240178,7.1
The Lawnmower Man,10163,Horror,1992.0,10000000,32101000,5.4
Aladdin,812,Animation,1992.0,28000000,504050219,7.4
A League of Their Own,11287,Comedy,1992.0,40000000,107458785,6.7
Radio Flyer,20763,Drama,1992.0,35000000,4651977,6.6
The Mighty Ducks,10414,Comedy,1992.0,10000000,50752337,6.4
Raising Cain,13937,Drama,1992.0,12000000,37170057,5.9
My Cousin Vinny,10377,Comedy,1992.0,11000000,64088552,7.3
Patriot Games,9869,Drama,1992.0,45000000,178051587,6.3
Fortress,12088,Action,1992.0,8000000,6739141,5.7
The Last of the Mohicans,9361,Action,1992.0,40000000,75505856,7.1
Boomerang,11066,Comedy,1992.0,40000000,70100000,5.4
Dracula,6114,Romance,1992.0,40000000,215862692,7.1
Unforgiven,33,Western,1992.0,14000000,159157447,7.7
Wayne's World,8872,Music,1992.0,20000000,121697323,6.5
Glengarry Glen Ross,9504,Crime,1992.0,12500000,10725228,7.5
El Mariachi,9367,Action,1992.0,220000,2040920,6.6
Batman Returns,364,Action,1992.0,80000000,280000000,6.6
Alive,7305,Action,1993.0,32000000,36733909,6.7
The Firm,37233,Drama,1993.0,42000000,270248367,6.6
Romeo Is Bleeding,2088,Action,1993.0,11500000,3275585,5.7
Airborne,13064,Action,1993.0,2600000,2850263,6.1
What's Eating Gilbert Grape,1587,Romance,1993.0,11000000,30000000,7.5
Cool Runnings,864,Comedy,1993.0,14000000,154864401,6.8
The Fugitive,5503,Adventure,1993.0,44000000,368875760,7.2
Excessive Force,24227,Action,1993.0,3000000,1200000,4.5
Mrs. Doubtfire,788,Comedy,1993.0,25000000,441286195,7.0
Poetic Justice,8291,Drama,1993.0,14000000,27515786,6.9
Last Action Hero,9593,Adventure,1993.0,85000000,137298489,6.1
Jurassic Park,329,Adventure,1993.0,63000000,920100000,7.6
True Romance,319,Action,1993.0,12500000,12281551,7.5
Teenage Mutant Ninja Turtles III,1499,Action,1993.0,21000000,42000000,5.1
The Thief and the Cobbler,26672,Adventure,1993.0,28000000,669276,6.8
The Remains of the Day,1245,Drama,1993.0,11500000,23237911,7.5
Jason Goes to Hell: The Final Friday,10285,Fantasy,1993.0,3000000,15938065,4.2
Menace II Society,9516,Drama,1993.0,3500000,27900000,7.2
Hocus Pocus,10439,Comedy,1993.0,28000000,39514713,6.4
Philadelphia,9800,Drama,1993.0,26000000,206678440,7.6
Only the Strong,15797,Action,1993.0,6000000,3283371,6.9
The Pelican Brief,9944,Drama,1993.0,45000000,195268056,6.3
The Piano,713,Drama,1993.0,7000000,116700000,7.1
RoboCop 3,5550,Action,1993.0,22000000,10696210,4.2
Return of the Living Dead 3,28260,Comedy,1993.0,2000000,54207,5.9
Ruby in Paradise,47889,Drama,1993.0,800000,1001437,5.6
Killing Zoe,507,Action,1993.0,1500000,418961,6.1
Groundhog Day,137,Romance,1993.0,14600000,70906973,7.4
The Age of Innocence,10436,Drama,1993.0,34000000,32255440,7.0
Super Mario Bros.,9607,Adventure,1993.0,48000000,20915465,4.0
Cliffhanger,9350,Action,1993.0,70000000,255000211,6.1
Schindler's List,424,Drama,1993.0,22000000,321365567,8.3
Tombstone,11969,Action,1993.0,25000000,56505065,7.4
The Nutcracker,73191,Family,1993.0,19000000,2119994,5.6
Dazed and Confused,9571,Comedy,1993.0,6900000,7993039,7.4
The Santa Clause,11395,Fantasy,1994.0,22000000,189833357,6.3
Dumb and Dumber,8467,Comedy,1994.0,16000000,247275374,6.5
True Lies,36955,Action,1994.0,115000000,378882411,6.8
Timecop,8831,Thriller,1994.0,27000000,101646581,5.5
Speed,1637,Action,1994.0,30000000,350448145,6.8
Star Trek: Generations,193,Science Fiction,1994.0,38000000,120000000,6.4
Clear and Present Danger,9331,Action,1994.0,62000000,215887717,6.4
Wyatt Earp,12160,Drama,1994.0,63000000,25052000,6.5
Four Weddings and a Funeral,712,Comedy,1994.0,6000000,254700832,6.6
The Crow,9495,Fantasy,1994.0,15000000,94000000,7.3
There Goes My Baby,88641,Drama,1994.0,10500000,123509,8.5
The Specialist,2636,Action,1994.0,45000000,170362582,5.5
Disclosure,8984,Drama,1994.0,55000000,214015089,5.9
The Mask,854,Romance,1994.0,23000000,351583407,6.6
A Low Down Dirty Shame,26352,Action,1994.0,10000000,29392418,6.0
The Shawshank Redemption,278,Drama,1994.0,25000000,28341469,8.5
Renaissance Man,11858,Comedy,1994.0,40000000,24332324,5.9
Forrest Gump,13,Comedy,1994.0,55000000,677945399,8.2
The Flintstones,888,Fantasy,1994.0,46000000,341631208,5.0
The Client,10731,Drama,1994.0,45000000,117615211,6.4
Ed Wood,522,Comedy,1994.0,18000000,5887457,7.3
Hoop Dreams,14275,Documentary,1994.0,700000,7830611,7.7
Heavenly Creatures,1024,Drama,1994.0,5000000,3049135,7.0
Street Fighter,11667,Action,1994.0,35000000,99423521,4.1
Don Juan DeMarco,1909,Romance,1994.0,25000000,22200000,6.2
The Lion King,8587,Family,1994.0,45000000,788241776,8.0
Beverly Hills Cop III,306,Action,1994.0,50000000,119208989,5.5
Highlander: The Final Dimension,8011,Action,1994.0,26000000,36800000,4.5
Pulp Fiction,680,Thriller,1994.0,8000000,213928762,8.3
Legends of the Fall,4476,Adventure,1994.0,30000000,160638883,7.2
Rapa Nui,10448,Adventure,1994.0,20000000,305070,6.2
On Deadly Ground,9624,Action,1994.0,50000000,49000000,4.5
Serial Mom,11592,Comedy,1994.0,13000000,7820688,6.4
PCU,14425,Comedy,1994.0,9000000,4350774,6.0
Baby's Day Out,11212,Action,1994.0,50000000,16671505,5.8
Interview with the Vampire,628,Horror,1994.0,60000000,223664608,7.2
New Nightmare,11596,Horror,1994.0,14000000,18090181,6.4
Ace Ventura: Pet Detective,3049,Comedy,1994.0,15000000,107217396,6.4
The Naked Gun 33⅓: The Final Insult,36593,Comedy,1994.0,30000000,51132598,6.3
The Shadow,8850,Adventure,1994.0,25000000,48063435,5.4
Nixon,10858,History,1995.0,44000000,13681765,7.1
Mallrats,2293,Romance,1995.0,6000000,2122561,6.8
Hackers,10428,Action,1995.0,20000000,7563728,6.2
Sense and Sensibility,4584,Drama,1995.0,16500000,135000000,7.2
Ace Ventura: When Nature Calls,9273,Crime,1995.0,30000000,212385533,6.1
Die Hard: With a Vengeance,1572,Action,1995.0,90000000,366101666,6.9
Congo,10329,Action,1995.0,50000000,152022101,5.0
Desperado,8068,Thriller,1995.0,7000000,25405445,6.8
Leaving Las Vegas,451,Drama,1995.0,3600000,49800000,7.1
Money Train,11517,Action,1995.0,60000000,35431113,5.4
The Horseman on the Roof,11876,War,1995.0,35000000,15000000,6.7
The Net,1642,Crime,1995.0,22000000,110627965,5.6
The Quick and the Dead,12106,Action,1995.0,32000000,18552460,6.3
Kids,9344,Drama,1995.0,1500000,7412216,6.8
The Perez Family,63020,Comedy,1995.0,11000000,2832826,6.6
Cutthroat Island,1408,Action,1995.0,98000000,10017322,5.7
Babe,9598,Fantasy,1995.0,30000000,254134910,6.0
Outbreak,6950,Action,1995.0,50000000,189859560,6.3
Crimson Tide,8963,Action,1995.0,53000000,157387195,7.0
Jade,11863,Action,1995.0,50000000,9851610,5.2
Braveheart,197,Action,1995.0,72000000,210000000,7.7
Apollo 13,568,Drama,1995.0,52000000,355237933,7.3
Halloween: The Curse of Michael Myers,10987,Horror,1995.0,5000000,15116634,5.0
Get Shorty,8012,Comedy,1995.0,30250000,115101622,6.4
Casper,8839,Fantasy,1995.0,50000000,287928194,6.0
Tales from the Hood,25066,Crime,1995.0,6000000,12000000,5.4
Under Siege 2: Dark Territory,3512,Action,1995.0,60000000,104324083,5.6
Casino,524,Drama,1995.0,52000000,116112375,7.8
Pocahontas,10530,Adventure,1995.0,55000000,346079773,6.7
Showgirls,10802,Drama,1995.0,45000000,20350754,4.9
Things to Do in Denver When You're Dead,400,Drama,1995.0,8000000,529766,6.7
The Scarlet Letter,10533,Drama,1995.0,50000000,10382407,5.5
The Usual Suspects,629,Drama,1995.0,6000000,23341568,8.1
Friday,10634,Comedy,1995.0,3500000,28215918,7.0
Dead Man Walking,687,Drama,1995.0,11000000,39363635,7.3
The American President,9087,Comedy,1995.0,62000000,107879496,6.5
Batman Forever,414,Action,1995.0,100000000,336529144,5.2
Se7en,807,Crime,1995.0,33000000,327311859,8.1
Species,9348,Science Fiction,1995.0,35000000,113374103,5.5
Mortal Kombat,9312,Action,1995.0,18000000,122195920,5.4
Bad Boys,9737,Action,1995.0,19000000,141407024,6.5
Before Sunrise,76,Drama,1995.0,2500000,5535405,7.7
To Die For,577,Fantasy,1995.0,20000000,21284514,6.7
Virtuosity,9271,Action,1995.0,30000000,24048000,5.4
Four Rooms,5,Crime,1995.0,4000000,4300000,6.5
GoldenEye,710,Adventure,1995.0,58000000,352194034,6.6
Rob Roy,11780,Adventure,1995.0,28000000,31596911,6.5
Assassins,9691,Action,1995.0,50000000,30303072,6.0
Waterworld,9804,Adventure,1995.0,175000000,264218220,5.9
First Knight,6520,Action,1995.0,55000000,127600435,5.9
Jefferson in Paris,87729,Drama,1995.0,14000000,2474000,5.2
Toy Story,862,Animation,1995.0,30000000,373554033,7.7
Vampire in Brooklyn,12158,Comedy,1995.0,14000000,19800000,4.5
Rumble in the Bronx,33542,Crime,1995.0,7500000,32392047,6.5
The Bridges of Madison County,688,Drama,1995.0,24000000,182016617,7.3
Tank Girl,9067,Action,1995.0,25000000,4064495,5.5
She's the One,11363,Comedy,1996.0,3500000,9482579,5.7
Phenomenon,9294,Drama,1996.0,32000000,152036382,6.2
Sleepers,819,Crime,1996.0,44000000,165615285,7.3
Michael Collins,1770,Drama,1996.0,28000000,16900000,6.7
Get on the Bus,49471,Drama,1996.0,2400000,5731103,7.0
The Phantom,9826,Adventure,1996.0,45000000,17300889,4.7
Space Jam,2300,Animation,1996.0,80000000,250200000,6.5
Set It Off,9400,Drama,1996.0,9000000,41590886,6.9
Mrs. Winterbourne,40001,Comedy,1996.0,25000000,10070000,5.3
DragonHeart,8840,Fantasy,1996.0,57000000,115267375,6.4
Kama Sutra - A Tale of Love,28005,Drama,1996.0,3000000,4109095,5.7
The Long Kiss Goodnight,11412,Crime,1996.0,65000000,89456761,6.5
Silent Trigger,24206,Drama,1996.0,15000000,76382,5.0
Basquiat,549,Drama,1996.0,2962051,3011195,6.6
Tin Cup,10478,Comedy,1996.0,45000000,53854588,5.9
A Time to Kill,1645,Crime,1996.0,40000000,152266007,7.0
Trainspotting,627,Drama,1996.0,4000000,16491080,7.8
Jingle All the Way,9279,Family,1996.0,60000000,129832389,5.5
The Craft,9100,Drama,1996.0,15000000,24769466,6.3
Bound,9303,Crime,1996.0,4500000,7011317,6.9
Broken Arrow,9208,Action,1996.0,50000000,150270147,5.7
Bottle Rocket,13685,Comedy,1996.0,7000000,560069,6.8
The Cable Guy,9894,Comedy,1996.0,47000000,102825796,5.7
Scream,4232,Crime,1996.0,14000000,173046663,7.0
Twister,664,Action,1996.0,92000000,494471524,6.1
Mars Attacks!,75,Comedy,1996.0,70000000,101371017,6.1
Ransom,3595,Action,1996.0,80000000,309492681,6.4
Flirting with Disaster,2074,Comedy,1996.0,7000000,14702438,6.3
Lone Star,26748,Drama,1996.0,5000000,13269963,6.9
Kingpin,11543,Comedy,1996.0,27000000,25023434,6.7
Maximum Risk,10861,Action,1996.0,25000000,51702483,5.2
The Fan,9566,Drama,1996.0,55000000,18626419,5.7
Jerry Maguire,9390,Comedy,1996.0,50000000,273552592,6.7
The English Patient,409,Drama,1996.0,27000000,231976425,7.0
The First Wives Club,2925,Comedy,1996.0,26000000,116400000,6.5
The Funeral,21612,Crime,1996.0,12500000,1227324,7.3
Faithful,47502,Comedy,1996.0,13000000,9789900,4.8
The Rock,9802,Action,1996.0,75000000,335062621,6.9
Striptease,9879,Drama,1996.0,50000000,113309743,4.4
Independence Day,602,Action,1996.0,75000000,816969268,6.7
Mission: Impossible,954,Adventure,1996.0,80000000,457696359,6.7
Swingers,10218,Comedy,1996.0,200000,4505922,6.8
Flipper,36355,Adventure,1996.0,25530000,20080020,5.3
Escape from L.A.,10061,Action,1996.0,50000000,42277365,5.6
White Squall,10534,Action,1996.0,38000000,10300000,6.3
Girl 6,61752,Comedy,1996.0,12000000,4939939,5.7
Chain Reaction,12123,Action,1996.0,50000000,60209334,5.3
The Nutty Professor,9327,Fantasy,1996.0,54000000,128769345,5.4
The Island of Dr. Moreau,9306,Fantasy,1996.0,40000000,49627779,4.6
Happy Gilmore,9614,Comedy,1996.0,12000000,41205099,6.5
Romeo + Juliet,454,Drama,1996.0,14500000,147298761,6.7
From Dusk Till Dawn,755,Horror,1996.0,19000000,25836616,6.9
The Hunchback of Notre Dame,10545,Drama,1996.0,100000000,100138851,6.8
Daylight,11228,Action,1996.0,80000000,159212469,5.8
Extreme Measures,11306,Drama,1996.0,38000000,17380126,5.7
Courage Under Fire,10684,Drama,1996.0,46000000,100860818,6.2
Executive Decision,2320,Action,1996.0,55000000,121969216,5.8
Star Trek: First Contact,199,Science Fiction,1996.0,46000000,150000000,7.0
Evita,8818,History,1996.0,55000000,141047179,5.9
Fled,18550,Action,1996.0,25000000,17193231,5.2
Mary Reilly,9095,Drama,1996.0,47000000,12379402,5.7
Sling Blade,12498,Drama,1996.0,1000000,24475416,7.4
Eraser,9268,Action,1996.0,100000000,242295562,5.6
The Ghost and the Darkness,10586,Adventure,1996.0,50000000,75000000,6.4
Liar Liar,1624,Comedy,1997.0,45000000,181000000,6.4
Anaconda,9360,Adventure,1997.0,45000000,136885767,4.7
Cop Land,2142,Action,1997.0,15000000,44862187,6.6
Batman & Robin,415,Action,1997.0,125000000,238207122,4.2
Boogie Nights,4995,Drama,1997.0,15000000,43101594,7.5
Cats Don't Dance,24662,Animation,1997.0,32000000,3566637,7.1
Alien: Resurrection,8078,Science Fiction,1997.0,70000000,162000000,5.9
Air Bud,20737,Comedy,1997.0,3000000,23144499,5.3
The Devil's Own,4477,Crime,1997.0,90000000,140807547,5.9
Steel,8854,Science Fiction,1997.0,16000000,1686429,4.3
Mr. Nice Guy,10622,Crime,1997.0,12716953,18814720,6.3
The Game,2649,Drama,1997.0,50000000,109423648,7.5
G.I. Jane,4421,Action,1997.0,50000000,48169156,6.0
Wag the Dog,586,Comedy,1997.0,15000000,64256513,6.7
Conspiracy Theory,8834,Action,1997.0,75000000,136982834,6.5
My Best Friend's Wedding,8874,Comedy,1997.0,38000000,299288605,6.3
Turbulence,34314,Action,1997.0,55000000,11466088,5.2
Selena,16052,Drama,1997.0,20000000,60000000,7.0
The Sweet Hereafter,10217,Drama,1997.0,5000000,3263585,6.8
Prefontaine,26306,Drama,1997.0,8000000,589304,6.7
Anastasia,9444,Animation,1997.0,53000000,139804348,7.4
Event Horizon,8413,Horror,1997.0,60000000,26673242,6.5
Shadow Conspiracy,38153,Action,1997.0,45000000,2154540,4.0
Spice World,6116,Adventure,1997.0,25000000,100000000,4.7
The Full Monty,9427,Comedy,1997.0,3500000,257850122,6.8
Starship Troopers,563,Adventure,1997.0,105000000,121214377,6.7
As Good as It Gets,2898,Comedy,1997.0,50000000,314178011,7.2
The Relic,11015,Horror,1997.0,60000000,33956608,5.8
Austin Powers: International Man of Mystery,816,Science Fiction,1997.0,16500000,67683989,6.5
Mortal Kombat: Annihilation,9823,Action,1997.0,30000000,51376861,3.8
Shooting Fish,25719,Crime,1997.0,3000000,302204,7.0
Mad City,9770,Action,1997.0,50000000,10541523,5.9
The Devil's Advocate,1813,Drama,1997.0,57000000,152944660,7.2
Absolute Power,66,Crime,1997.0,50000000,50068310,6.4
Two Girls and a Guy,32456,Drama,1997.0,1000000,2057193,5.4
Scream 2,4233,Horror,1997.0,24000000,172363301,6.1
Amistad,11831,Drama,1997.0,36000000,74000000,6.8
Midnight in the Garden of Good and Evil,8197,Crime,1997.0,35000000,25105255,6.3
Speed 2: Cruise Control,1639,Action,1997.0,160000000,164508066,4.1
Children of Heaven,21334,Drama,1997.0,180000,900000,7.8
The Man Who Knew Too Little,9414,Comedy,1997.0,20000000,13801755,6.5
Switchback,10871,Action,1997.0,37000000,6482195,5.8
The Rainmaker,11975,Drama,1997.0,40000000,45916769,6.7
Cube,431,Thriller,1997.0,250000,501818,6.9
A Simple Wish,17834,Adventure,1997.0,28000000,8345056,5.5
The Jackal,4824,Action,1997.0,60000000,159330280,6.1
The Spanish Prisoner,29193,Crime,1997.0,10000000,13835130,7.1
L.A. Confidential,2118,Crime,1997.0,35000000,126216940,7.7
The Postman,9922,Drama,1997.0,80000000,17626234,6.1
Spawn,10336,Action,1997.0,40000000,87840042,5.0
The Lost World: Jurassic Park,330,Adventure,1997.0,73000000,229074524,6.2
The Saint,10003,Thriller,1997.0,68000000,118063304,5.9
Seven Years in Tibet,978,Adventure,1997.0,70000000,131457682,7.0
Contact,686,Drama,1997.0,90000000,171120329,7.2
Titanic,597,Drama,1997.0,200000000,1845034188,7.5
Good Will Hunting,489,Drama,1997.0,10000000,225933435,7.9
Con Air,1701,Action,1997.0,75000000,224012234,6.5
Kiss the Girls,9437,Drama,1997.0,27000000,60527873,6.2
Kundun,9746,Drama,1997.0,28000000,5684789,6.8
Gattaca,782,Thriller,1997.0,36000000,12532777,7.5
Breakdown,2163,Drama,1997.0,36000000,50159144,6.6
Dante's Peak,9619,Action,1997.0,116000000,178127760,5.7
Flubber,9574,Comedy,1997.0,80000000,177977226,5.3
Donnie Brasco,9366,Crime,1997.0,35000000,41954997,7.4
The Ice Storm,68924,Drama,1997.0,18000000,8038061,6.9
Air Force One,9772,Action,1997.0,85000000,315156409,6.2
I Know What You Did Last Summer,3597,Horror,1997.0,17000000,125586134,5.6
Deconstructing Harry,2639,Comedy,1997.0,20000000,10686841,7.3
Men in Black,607,Action,1997.0,90000000,589390539,6.9
Jackie Brown,184,Comedy,1997.0,12000000,39673162,7.3
Tomorrow Never Dies,714,Adventure,1997.0,110000000,333011068,6.0
Face/Off,754,Action,1997.0,80000000,245676146,6.8
Chasing Amy,2255,Comedy,1997.0,250000,12021272,6.7
The Fifth Element,18,Adventure,1997.0,90000000,263920180,7.3
Princess Mononoke,128,Adventure,1997.0,26500000,159375308,8.2
Ronin,8195,Action,1998.0,55000000,41610884,6.7
Saving Private Ryan,857,Drama,1998.0,70000000,481840909,7.9
Urban Legend,9877,Horror,1998.0,14000000,72527595,5.6
"Lock, Stock and Two Smoking Barrels",100,Comedy,1998.0,1350000,3897569,7.5
City of Angels,795,Drama,1998.0,55000000,198685114,6.4
Hard Rain,11258,Thriller,1998.0,70000000,19870567,5.5
Buffalo '66,9464,Romance,1998.0,1500000,2375097,7.1
The Rugrats Movie,14444,Animation,1998.0,30000000,100491683,5.7
The X Files,846,Mystery,1998.0,66000000,189198313,6.6
Enemy of the State,9798,Action,1998.0,90000000,250649836,6.7
Armageddon,95,Action,1998.0,140000000,553799566,6.4
Mulan,10674,Animation,1998.0,90000000,304320254,7.6
The Thin Red Line,8741,Drama,1998.0,52000000,98126565,7.2
There's Something About Mary,544,Romance,1998.0,23000000,369884651,6.5
Snake Eyes,8688,Crime,1998.0,73000000,103891409,5.8
Rounders,10220,Drama,1998.0,12000000,22921898,6.9
The Waterboy,10663,Comedy,1998.0,23000000,185991646,5.9
The Object of My Affection,17127,Comedy,1998.0,15000000,46905889,5.6
Meet Joe Black,297,Fantasy,1998.0,90000000,142940100,6.9
Doctor Dolittle,3050,Comedy,1998.0,71000000,294456605,5.4
Soldier,9425,Action,1998.0,75000000,14567883,6.1
What Dreams May Come,12159,Drama,1998.0,85000000,71485043,6.8
Living Out Loud,46889,Comedy,1998.0,12000000,12902790,5.3
Lethal Weapon 4,944,Action,1998.0,140000000,285444603,6.3
Deep Impact,8656,Action,1998.0,75000000,140464664,5.9
Patch Adams,10312,Comedy,1998.0,50000000,202292902,7.0
Zero Effect,16148,Comedy,1998.0,5000000,1980338,6.0
Out of Sight,1389,Romance,1998.0,48000000,77745568,6.5
Babe: Pig in the City,9447,Adventure,1998.0,90000000,69131860,5.2
Star Trek: Insurrection,200,Science Fiction,1998.0,70000000,118000000,6.3
Meet the Deedles,40688,Animation,1998.0,24000000,4562146,4.1
Run Lola Run,104,Action,1998.0,1530000,7267585,7.2
The Siege,9882,Drama,1998.0,70000000,116672912,6.0
Lost in Space,2157,Adventure,1998.0,80000000,136159423,5.0
